Character,Relation,Attribute,Content
,,story_creature_den_flee_05,"... Deep underground, that lair."
,,story_creature_den_flee_06,Surely we've more interesting foes ahead.
,,story_creature_den_flee_07,"Spirits cleanse this place, not us!"
,,story_creature_den_flee_08,We're moving downwind. They'll smell us coming.
,,story_creature_den_flee_09,And die down there like a stew rabbit?
,,story_creature_den_flee_10,"We hunt the corruption, not its mewling pups."
,,story_creature_den_flee_100,And lose our last light down there?
,,story_creature_den_flee_101,"The Cult nips at our heels, we must continue!"
,,story_creature_den_flee_102,Darkness draws closer - must we risk it?
,,story_creature_den_flee_401,To do so would drive me mad!
,,story_creature_den_flee_402,Can you not see I am drenched in my life's blood??
,,story_creature_den_flee_low_health_01,The stench of our blood will draw more...
,,story_creature_den_flee_low_health_02,"Face unknown numbers, in this state?"
,,story_creature_den_flee_low_health_03,I waver on my feet - we tempt fate!
,,story_creature_den_flee_cowardice_01,The howls from within chill my blood!
,,story_creature_den_flee_zoophobia_01,"Their rolling eyes, their slavering jaws - no! NO!!"
,,story_creature_den_flee_city_01,"That midden heap smell, my stomach churns...!"
,,story_creature_den_flee_forest_01,Such horrors defy the order of nature!
,,story_creature_den_flee_farm_01,The reek of their breath is too near already!
,,story_creature_den_flee_cave_01,You cannot compel me to face such terrors!
,,story_creature_den_resist_high_torch_01,See? Our light cows them.
,,story_creature_den_resist_high_torch_02,We ought to save our strength.
,,story_creature_den_resist_high_torch_03,Make haste while they slumber!
,,story_herostory_HWY_01,Walls will never again hold me.
,,story_herostory_HWY_02,Freedom was nothing like what I'd hoped for.
,,story_herostory_HWY_03,Can't teach an old dog new tricks.
,,story_herostory_HWY_04,Was I desperate? Yes. Was I greedy...?
,,story_herostory_HWY_05,Regret binds fiercer than any manacles.
,,story_herostory_HWY_06,I am stronger for having relived my past.
,,story_herostory_MAA_01,My ambition outflanked my fellow officers at soirees and mock skirmishes.
,,story_herostory_MAA_02,Clever repartee and a poison tongue meant nothing on the battlefield.
,,story_herostory_MAA_03,Were they dreams or did I truly see scratches on my arms in the morning?
,,story_herostory_MAA_04,"I knew what waited for me back there, but I had no rank and they deserved rest."
,,story_herostory_MAA_05,"Someday, on some forgotten front, I'll spell contrition with my blood."
,,story_herostory_MAA_06,I am stronger for having relived my past.
,,story_herostory_OCC_01,Few minds are ready for the other planes.
,,story_herostory_OCC_02,That pyramid changed everything.
,,story_herostory_OCC_03,"Back then, I was not yet wise enough to know fear."
,,story_herostory_OCC_04,"I took too much and gained even more, but..."
,,story_herostory_OCC_05,I am shrouded by an endless night where they prowl and whisper all names.
,,story_herostory_OCC_06,I am stronger for having relived my past.
,,story_herostory_PD_01,"The jeers, the whispers... they pushed me deep into my studies."
,,story_herostory_PD_02,"I was the smartest, but wisdom was not on the syllabus."
,,story_herostory_PD_03,"Ostracized, I had to prove myself, no matter the cost."
,,story_herostory_PD_04,"I could not say if it was madness, revenge, or naked ambition."
,,story_herostory_PD_05,Those screams will never leave me.
,,story_herostory_PD_06,I am stronger for having relived my past.
,,story_herostory_GR_01,"Tradition drove us into each other's arms. Or estates, rather."
,,story_herostory_GR_02,What did Fate expect as she flogged me towards vindictive action?
,,story_herostory_GR_03,"I cannot say I recommend impulsive murder. Always make a plan, love."
,,story_herostory_GR_04,He meant to leave me as a pauper or a corpse eventually. I'm certain.
,,story_herostory_GR_05,What use have the dead for such trinkets and baubles?
,,story_herostory_GR_06,I am stronger for having relived my past.
,,story_herostory_JES_01,That accursed melody was a trap beyond all cunning.
,,story_herostory_JES_02,That song found ambition buried dead in my heart and made it dance...
,,story_herostory_JES_03,And so the trap snapped shut on me.
,,story_herostory_JES_04,"Just as it was meant to, the song loosed the leash of my inhibitions..."
,,story_herostory_JES_05,Ask any animal if it was worth it to gnaw off a limb for freedom.
,,story_herostory_JES_06,I am stronger for having relived my past.
,,story_herostory_HEL_01,I was too young. Too loud... too certain...
,,story_herostory_HEL_02,The invaders came. And with them came countless fears.
,,story_herostory_HEL_03,I had no more courage than the buzzards feasting on my failure.
,,story_herostory_HEL_04,I had survived and I reminded them of those who had not.
,,story_herostory_HEL_05,It is said even Death shuns cowards and fools.
,,story_herostory_HEL_06,I am stronger for having relived my past.
,,story_herostory_LEP_01,"A lion in the blood-soaked grass, circled by hyenas who move as a pack..."
,,story_herostory_LEP_02,A hollow clanging echoed throughout the palace.
,,story_herostory_LEP_03,"With wicked plots, they forged the blade that slew them."
,,story_herostory_LEP_04,Fury and blade to excise malignance - no matter the agony!
,,story_herostory_LEP_05,"Ever present, sunlight throws aside the clouds to pour into the people's hearts."
,,story_herostory_LEP_06,I am stronger for having relived my past.
,,story_herostory_BH_01,<snort>
,,story_herostory_RUN_01,I only felt the pain from the brand the first time.
,,story_herostory_RUN_02,My painful memories hid from the warmth of their love.
,,story_herostory_RUN_03,How could this thing that warmed us on cold nights be terrible?
,,story_herostory_RUN_04,"If I made the fire my friend, it couldn't hurt me anymore."
,,story_herostory_RUN_05,Fire itself is not evil. It can't choose what it devours...
,,story_herostory_RUN_06,I am stronger for having relived my past.
,,story_herostory_RUN_02,My painful memories hid from the warmth of their love.
,,story_herostory_RUN_03,How could this thing that warmed us on cold nights be terrible?
,,story_herostory_RUN_04,"If I made the fire my friend, it couldn't hurt me anymore."
,,story_herostory_RUN_05,Fire itself is not evil. It can't choose what it devours...
,,story_herostory_RUN_06,I am stronger for having relived my past.
,,story_oasis_standard_1,Been ages since I had a scrub.
,,story_oasis_standard_2,"Ahh, time to give these old bones a soak."
,,story_oasis_standard_3,"Now, for somewhere dry to hang my robes..."
,,story_oasis_standard_4,Cleanliness balances the humours!
,,story_oasis_standard_5,"Well. No heat, no salts, no wine - but it shall suffice."
,,story_oasis_standard_6,Something reeks most foul. Is it me?
,,story_oasis_standard_7,Our foes may lose our scent if we bathe...
,,story_oasis_standard_8,Hm. Alright.
,,story_oasis_standard_9,Only if someone's keeping watch on the coach...
,,story_oasis_standard_10,Never underestimate the power of a moment's respite.
,,story_oasis_supplies_1,"Can't afford to tarry, let's fill a bottle or two."
,,story_oasis_supplies_2,We'll wet our whistles on the road.
,,story_oasis_supplies_3,I sense we are needed in haste - I'll fill a flask.
,,story_oasis_supplies_4,Did... did you hear that? Fill our skins and go!
,,story_oasis_supplies_5,Pity we haven't the luxury of time.
,,story_oasis_supplies_6,"*glug* Oh, look. My flask has run dry."
,,story_oasis_supplies_7,Fill our barrels and let's be on!
,,story_oasis_supplies_8,"Quickly, now."
,,story_oasis_supplies_9,"Stock up, but don't dawdle! We don't have time!"
,,story_oasis_supplies_10,"Overlook no blessing, however small."
,,story_oasis_rare_1,Lucky us. Let's bottle what we can and rinse up.
,,story_oasis_rare_2,Take reprieve when it's offered.
,,story_oasis_rare_3,Only fools waste water.
,,story_oasis_rare_4,"Some for our gullets, some for ablutions."
,,story_oasis_rare_5,"Don't gawk if you value your eyes, loves."
,,story_oasis_rare_6,We shall march to our deaths smelling of soap.
,,story_oasis_rare_7,A clear spring is a gift from the Gods. Drink up.
,,story_oasis_rare_8,Mask's stayin' on.
,,story_oasis_rare_9,Is it safe...? Alright. If you keep watch.
,,story_oasis_rare_10,Peace pays us a brief visit. I'll stand guard.
,,story_oasis_rummager,I've been saving up empties for such an occasion!
,,story_oasis_compassionate,Fortune smiles. Drink up and rest your bones!
,,story_oasis_field surgeon,"Come, come, let me wash your wounds."
,,story_oasis_avoid_101,"A distraction, this is."
,,story_oasis_avoid_102,Caught the runs from this stuff on campaign once.
,,story_oasis_avoid_103,Is it wise to waste our dwindling torchlight here?
,,story_oasis_avoid_104,I've far more important matters to attend.
,,story_oasis_avoid_105,You're proposing I <i>wash my hair</i> in this gunge?
,,story_oasis_avoid_106,And risk making myself ill?
,,story_oasis_avoid_107,I fought hard for these stains. Why cleanse them?
,,story_oasis_avoid_108,Could be a trap.
,,story_oasis_avoid_109,"Every moment we stall, they grow nearer."
,,story_oasis_avoid_110,A diversion from our true purpose. Onward.
,,story_oasis_avoid_hydrophobe_01,"Please, not a drop! I won't suffer it upon my skin!"
,,story_oasis_avoid_lazy_01,And leave my cozy berth on the coach? Bah.
,,story_resist_fight_01,There's blood to spill.
,,story_resist_fight_02,Formations all!
,,story_resist_fight_03,Blood is the catalyst.
,,story_resist_fight_04,Formulas need battle testing!
,,story_resist_fight_05,Daggers sharp!
,,story_resist_fight_06,My muse is battle's fury.
,,story_resist_fight_07,For our honour!
,,story_resist_fight_08,Let's do this.
,,story_resist_fight_09,We can't let them follow us!
,,story_resist_fight_10,Stoke the forge of battle!
,,story_resist_fight_101,We will overcome!
,,story_resist_fight_102,We can smite them!
,,story_resist_fight_103,Crush all who impede!
,,story_resist_fight_104,With purpose!
,,story_resist_fight_105,Together we will defeat them!
,,story_resist_fight_106,Our will gives purpose!
,,story_resist_fight_201,We can weather this storm!
,,story_resist_fight_202,"Cuts, bruises, victory!"
,,story_resist_fight_203,We've been spoiling for this fight!
,,story_resist_fight_401,"Whatever they are, we'll cut 'em down!"
,,story_resist_fight_402,"Don't forget your fundamentals, however strange the foe!"
,,story_resist_fight_403,This is a defilement that goes too far!
,,story_resist_fight_404,The natural order must be preserved!
,,story_resist_fight_405,"Knives up! I've come too far to back down, love."
,,story_resist_fight_406,Let us fight so I've still got an audience left...!
,,story_resist_fight_407,Fear finds no home in my heart!
,,story_resist_fight_408,*cracks knuckles*
,,story_resist_fight_409,I want to watch them burn!
,,story_resist_fight_410,Pluck the rotted petals from the blackest rose.
,,story_resist_advantage_01,Strike before the bastards see us coming!
